"repo_name","pr_closed_decred","pr_closed_other","pr_closed_internal","pr_merged_decred","pr_merged_internal","pr_merged_other","pr_commits","pr_additions","pr_deletions","forked","pushes","firstevent","lastevent","duration","durationdays","dcr_pr_merged","dcr_pr_commits","dcr_pr_additions","dcr_pr_deletions"
"jrick/RFPs",0,0,0,0,0,0,0,0,0,1,12,"2016-02-15 23:05:05 UTC","2016-02-16 01:52:18 UTC",10033,0.23224537037037,0,2,164,0
"jolan/haste",0,0,0,0,0,0,0,0,0,1,28,"2016-08-01 16:46:21 UTC","2016-08-10 18:27:42 UTC",783681,18.1407638888889,2,4,824,50
"ByronAP/dcrd",0,0,0,0,0,0,0,0,0,1,1,"2016-02-12 14:27:36 UTC","2016-03-06 00:12:54 UTC",1935918,44.8129166666667,NA,NA,NA,NA
"wolf9466/cgminer",0,0,0,0,0,0,0,0,0,1,1,"2016-01-28 05:47:46 UTC","2016-02-10 05:21:06 UTC",1121600,25.962962962963,0,2,52,58
"jcvernaleo/dcrdocs",0,0,0,0,0,0,0,0,0,0,18,"2016-05-13 13:19:57 UTC","2017-07-20 20:28:23 UTC",37436906,866.595046296296,32,66,16466,86271
"alexlyp/dcrstakepool",0,0,0,0,0,0,0,0,0,0,6,"2016-11-10 16:05:33 UTC","2016-11-11 16:38:20 UTC",88367,2.04553240740741,1,15,972,139
"underscoreingsoc/dcrdocs",0,0,0,0,0,0,0,0,0,0,4,"2016-05-13 13:26:11 UTC","2017-06-19 16:10:15 UTC",34742644,804.22787037037,1,4,78,24
"SG-O/dcrd",0,0,0,0,0,0,0,0,0,0,3,"2016-02-25 02:04:04 UTC","2016-02-25 16:43:27 UTC",52763,1.22136574074074,1,2,2,2
"jolan/RFPs",0,0,0,0,0,0,0,0,0,0,9,"2016-02-26 15:59:46 UTC","2016-02-26 20:15:52 UTC",15366,0.355694444444444,1,11,228,0
"jolan/dcrd",0,0,0,0,0,0,0,0,0,0,29,"2016-04-20 14:56:13 UTC","2017-12-16 15:55:10 UTC",52279137,1210.16520833333,26,52,222,130
"dajohi/RFPs",0,0,0,0,0,0,0,0,0,0,3,"2016-03-23 18:47:43 UTC","2016-03-23 19:50:43 UTC",3780,0.0875,2,4,128,2
"raedah/dcrd",0,0,0,0,0,0,0,0,0,0,1,"2016-05-01 16:46:51 UTC","2016-05-01 16:46:51 UTC",0,0,1,2,6,4
"Kefkius/dcrd",0,0,0,0,0,0,0,0,0,0,2,"2016-02-09 17:00:23 UTC","2016-06-09 17:04:17 UTC",10451034,241.922083333333,1,4,2,98
"Reiuiji/dcrd",0,0,0,0,0,0,0,0,0,0,6,"2016-04-11 04:07:07 UTC","2016-04-13 18:23:14 UTC",224167,5.18905092592593,1,7,33,0
"alexlyp/RFPs",0,0,0,0,0,0,0,0,0,0,6,"2016-06-09 18:55:41 UTC","2016-06-23 13:29:22 UTC",1190021,27.5467824074074,4,9,226,6
"alexlyp/dcrd",0,0,0,0,0,0,0,0,0,0,125,"2016-02-11 15:38:11 UTC","2018-05-03 18:36:46 UTC",70163915,1624.16469907407,44,281,6430,4012
"chappjc/dcrd",1,0,0,1,0,0,150,14860,8378,0,30,"2016-05-27 23:48:50 UTC","2018-12-08 00:50:56 UTC",79840926,1848.16958333333,10,32,444,68
"gdapps/copay",0,0,0,0,0,0,0,0,0,0,2,"2016-03-08 19:02:47 UTC","2016-03-08 23:38:28 UTC",16541,0.382893518518518,NA,NA,NA,NA
"jolan/dcrweb",0,0,0,0,0,0,0,0,0,0,91,"2016-06-13 13:44:48 UTC","2017-10-10 16:47:48 UTC",41828580,968.254166666667,38,78,1863,1500
"jzbz/insight",0,0,0,0,0,0,0,0,0,0,1,"2016-02-21 21:36:08 UTC","2016-02-22 13:40:06 UTC",57838,1.33884259259259,1,2,2,2
"alexlyp/copay",0,0,0,0,0,0,0,0,0,0,23,"2016-02-23 22:29:33 UTC","2017-02-22 20:39:51 UTC",31529418,729.847638888889,8,3328,16699,8303
"jolan/ccminer",0,0,0,0,0,0,0,0,0,0,6,"2016-04-25 21:48:16 UTC","2016-07-28 18:14:49 UTC",8108793,187.703541666667,4,146,20444,5232
"jolan/cgminer",0,0,0,0,0,0,0,0,0,0,3,"2016-04-26 22:06:29 UTC","2016-04-27 14:31:11 UTC",59082,1.36763888888889,1,5,171,0
"jolan/dcrdocs",0,0,0,0,0,0,0,0,0,0,12,"2016-05-13 17:36:29 UTC","2017-08-18 19:56:48 UTC",39925219,924.194884259259,5,11,6156,5063
"jolan/gominer",0,0,0,0,0,0,0,0,0,0,196,"2016-06-14 16:02:20 UTC","2017-04-24 14:32:10 UTC",27124190,627.874768518519,25,94,24225,1147
"jrick/dcrdocs",0,0,0,0,0,0,0,0,0,0,1,"2016-08-15 14:25:13 UTC","2016-08-15 15:06:50 UTC",2497,0.0578009259259259,1,2,176,48
"jrick/gominer",0,0,0,0,0,0,0,0,0,0,35,"2016-09-07 21:48:38 UTC","2016-09-17 12:22:42 UTC",830044,19.2139814814815,1,2,2,2
"5qu4r3/bitcore",0,0,0,0,0,0,0,0,0,0,2,"2016-03-27 18:26:58 UTC","2016-03-28 07:41:19 UTC",47661,1.10326388888889,NA,NA,NA,NA
"5qu4r3/insight",0,0,0,0,0,0,0,0,0,0,5,"2016-03-26 12:04:20 UTC","2016-03-28 07:39:44 UTC",153324,3.54916666666667,NA,NA,NA,NA
"Dyrk/dcrwallet",0,0,0,0,0,0,0,0,0,0,7,"2016-11-24 18:20:06 UTC","2017-06-06 09:46:28 UTC",16727182,387.203287037037,NA,NA,NA,NA
"Fsig/decredweb",0,0,0,0,0,0,0,0,0,0,4,"2016-05-06 14:43:40 UTC","2016-05-07 02:31:28 UTC",42468,0.983055555555556,1,7,2564,39890
"colt05/insight",0,0,0,0,0,0,0,0,0,0,1,"2016-03-05 16:34:00 UTC","2016-03-05 16:34:00 UTC",0,0,NA,NA,NA,NA
"dajohi/gominer",0,0,0,0,0,0,0,0,0,0,34,"2016-08-31 14:46:19 UTC","2018-10-05 16:33:28 UTC",66102429,1530.14881944444,12,31,842,631
"dajohi/insight",0,0,0,0,0,0,0,0,0,0,3,"2016-02-18 16:31:55 UTC","2017-02-28 17:26:24 UTC",32489669,752.075671296296,3,6,18,2
"girino/dcrdocs",0,0,0,0,0,0,0,0,0,0,1,"2016-07-04 04:11:06 UTC","2016-07-04 04:11:06 UTC",0,0,1,2,2,2
"jzbz/dcrwallet",0,0,0,0,0,0,0,0,0,0,1,"2016-11-16 22:22:51 UTC","2016-11-16 22:30:48 UTC",477,0.0110416666666667,1,2,2,2
"alexlyp/bitcore",0,0,0,0,0,0,0,0,0,0,3,"2016-06-08 14:36:25 UTC","2017-06-26 21:57:23 UTC",33117658,766.612453703704,4,321,4869,2513
"alexlyp/dcrutil",0,0,0,0,0,0,0,0,0,0,10,"2016-03-01 22:31:51 UTC","2017-05-19 17:08:14 UTC",38338583,887.467199074074,4,26,1411,1196
"alexlyp/insight",0,0,0,0,0,0,0,0,0,0,21,"2016-02-24 15:54:00 UTC","2017-05-18 22:08:20 UTC",38812460,898.436574074074,18,95,1756,3320
"chappjc/cgminer",0,0,0,0,0,0,0,0,0,0,12,"2016-01-29 01:47:31 UTC","2016-05-02 16:04:09 UTC",8169398,189.106435185185,2,22,132,84
"chappjc/dcrutil",0,0,0,0,0,0,0,0,0,0,2,"2016-05-27 23:54:41 UTC","2016-05-28 05:47:55 UTC",21194,0.490601851851852,1,4,88,0
"chappjc/gominer",0,0,0,0,0,0,0,0,0,0,2,"2016-08-07 04:44:16 UTC","2017-04-03 05:34:30 UTC",20652614,478.069768518519,1,2,2,2
"cjepson/cgminer",0,0,0,0,0,0,0,0,0,0,8,"2016-01-27 19:14:53 UTC","2016-02-08 19:40:34 UTC",1038341,24.0356712962963,3,6,407,112
"cjepson/gominer",0,0,0,0,0,0,0,0,0,0,78,"2016-07-21 20:44:10 UTC","2016-09-07 22:04:15 UTC",4152005,96.1112268518519,5,10,1399,630
"davecgh/cgminer",0,0,0,0,0,0,0,0,0,0,4,"2016-01-31 04:45:51 UTC","2016-02-03 22:04:08 UTC",321497,7.44206018518519,0,2,84,30
"frankbraun/dcrd",0,0,0,0,0,0,0,0,0,0,2,"2016-02-12 03:30:58 UTC","2016-02-12 16:38:13 UTC",47235,1.09340277777778,0,8,44,458
"jcvernaleo/RFPs",0,0,0,0,0,0,0,0,0,0,11,"2016-02-23 20:20:07 UTC","2016-07-26 13:23:28 UTC",13277001,307.337986111111,9,18,395,30
"jolan/dcrwallet",0,0,0,0,0,0,0,0,0,0,117,"2016-03-22 17:16:25 UTC","2017-09-14 19:32:39 UTC",46746974,1082.10587962963,13,54,5595,1429
"jolan/decredweb",0,0,0,0,0,0,0,0,0,0,3,"2016-04-25 18:06:57 UTC","2016-06-07 17:08:51 UTC",3711714,85.9193055555556,3,8,1244,170
"jzbz/dcraddrgen",0,0,0,0,0,0,0,0,0,0,2,"2016-01-23 21:12:58 UTC","2016-01-23 21:16:10 UTC",192,0.00444444444444444,0,3,2,2
"tpruvot/cgminer",0,0,0,0,0,0,0,0,0,2,1,"2016-03-24 09:22:10 UTC","2018-08-11 06:35:46 UTC",75154416,1739.68555555556,1,2,182,3354
"jcvernaleo/copay",0,0,0,0,0,0,0,0,0,0,3,"2016-09-15 18:20:39 UTC","2016-09-23 18:47:05 UTC",692786,16.036712962963,1,2,16,16
"jolan/decrediton",0,0,0,0,0,0,0,0,0,0,147,"2016-12-01 19:28:32 UTC","2017-02-02 20:05:31 UTC",5445419,126.051365740741,7,17,910,380
"martelletto/dcrd",0,0,0,0,0,0,0,0,0,0,11,"2016-11-04 15:45:45 UTC","2016-12-23 10:57:37 UTC",4216312,97.5998148148148,1,5,116,4
"raedah/dcrwallet",0,0,0,0,0,0,0,0,0,1,172,"2016-05-15 21:37:59 UTC","2018-12-24 03:52:11 UTC",82278852,1904.60305555556,11,63,1223,1078
"Neurosploit/copay",0,0,3,0,2,0,6,108,16,0,7,"2016-02-21 12:46:39 UTC","2016-02-23 19:58:14 UTC",198695,4.5994212962963,1,2,99,16
"SartoNess/insight",0,0,0,0,0,0,0,0,0,0,1,"2016-02-08 23:16:45 UTC","2016-02-08 23:16:45 UTC",0,0,NA,NA,NA,NA
"chappjc/dcrwallet",1,1,0,1,0,1,92,6216,2540,0,81,"2016-03-02 05:15:27 UTC","2018-11-19 20:59:10 UTC",85765423,1985.31071759259,8,120,5855,724
"dajohi/decrediton",0,0,0,0,0,0,0,0,0,0,39,"2016-11-30 17:09:35 UTC","2019-01-02 17:13:47 UTC",65923452,1526.00583333333,11,24,2724,5758
"feeleep75/cgminer",0,2,0,0,0,2,4,412,106,0,2,"2016-02-04 06:12:13 UTC","2016-02-04 06:17:32 UTC",319,0.00738425925925926,NA,NA,NA,NA
"jyap808/dcrwallet",0,0,0,0,0,0,0,0,0,0,3,"2016-03-16 20:41:58 UTC","2016-03-17 20:21:35 UTC",85177,1.97168981481481,1,2,14,14
"mverrilli/dcrdocs",0,0,1,0,1,0,2,88,88,0,25,"2016-05-18 05:27:48 UTC","2016-05-18 12:51:35 UTC",26627,0.616365740740741,1,2,88,88
"5qu4r3/insight-api",0,0,0,0,0,0,0,0,0,0,2,"2016-03-26 12:06:09 UTC","2016-03-26 15:29:33 UTC",12204,0.2825,NA,NA,NA,NA
"alexlyp/decrediton",0,0,1,0,1,0,2,6,0,0,1433,"2016-11-11 15:52:11 UTC","2018-12-31 15:43:08 UTC",67391457,1559.98743055556,439,3878,312783,108300
"cjepson/Paymetheus",0,0,0,0,0,0,0,0,0,0,52,"2016-07-12 22:56:03 UTC","2016-08-09 22:29:22 UTC",2417599,55.9629398148148,4,22,4096,485
"cjepson/dcraddrgen",0,0,0,0,0,0,0,0,0,0,1,"2016-01-08 17:18:58 UTC","2016-01-08 18:13:51 UTC",3293,0.0762268518518519,1,2,400,36
"colt05/insight-api",0,0,0,0,0,0,0,0,0,0,2,"2016-06-25 12:26:20 UTC","2016-06-25 12:27:16 UTC",56,0.0012962962962963,1,3,9,9
"jcvernaleo/ccminer",0,0,0,0,0,0,0,0,0,0,3,"2016-04-26 21:30:36 UTC","2017-05-22 16:30:24 UTC",33764388,781.583055555556,3,7,24,380207
"jcvernaleo/gominer",0,0,0,0,0,0,0,0,0,0,366,"2016-04-29 17:57:33 UTC","2017-07-13 13:54:04 UTC",38001391,879.661828703704,49,138,21438,6254
"jolan/dcrstakepool",0,0,0,0,0,0,0,0,0,0,720,"2016-11-12 21:04:15 UTC","2017-11-29 19:24:23 UTC",32998808,763.861296296296,36,110,16431,7630
"DanielTheSilly/dcrd",0,0,0,0,0,0,0,0,0,0,7,"2016-11-27 21:08:07 UTC","2016-12-05 20:25:25 UTC",688638,15.9406944444444,2,11,20,20
"Extrememist/bitcore",0,0,0,0,0,0,0,0,0,0,1,"2016-03-25 06:18:42 UTC","2016-03-25 06:37:26 UTC",1124,0.0260185185185185,NA,NA,NA,NA
"Extrememist/insight",0,0,0,0,0,0,0,0,0,0,1,"2016-04-05 12:33:12 UTC","2016-04-05 12:33:12 UTC",0,0,NA,NA,NA,NA
"alexlyp/insight-api",0,0,0,0,0,0,0,0,0,0,5,"2016-02-22 21:38:30 UTC","2017-09-14 19:52:41 UTC",49238051,1139.76969907407,21,46,404,176
"dajohi/dcr-netstats",0,0,0,0,0,0,0,0,0,0,2,"2016-12-17 04:25:27 UTC","2017-07-13 15:59:20 UTC",18009233,416.880393518519,2,4,10,12
"girino/dcr-netstats",0,0,0,0,0,0,0,0,0,0,6,"2016-06-08 12:06:39 UTC","2018-02-07 03:23:08 UTC",52589789,1217.35622685185,1,8,720,302
"marcopeereboom/dcrd",0,0,0,0,0,0,0,0,0,0,503,"2016-06-08 21:56:55 UTC","2017-04-10 20:03:45 UTC",26431610,611.842824074074,24,319,59382,20027
"chappjc/dcrrpcclient",0,0,0,0,0,0,0,0,0,0,7,"2016-08-23 07:31:55 UTC","2017-09-12 00:33:46 UTC",33238911,769.419236111111,6,16,224,26
"chappjc/dcrstakepool",0,0,0,0,0,0,0,0,0,0,76,"2016-11-11 16:50:37 UTC","2018-12-20 22:54:59 UTC",66463462,1538.50606481481,29,119,4476,1884
"cjepson/dcrrpcclient",0,0,0,0,0,0,0,0,0,0,19,"2016-02-15 21:53:54 UTC","2016-07-07 19:53:40 UTC",12344386,285.749675925926,16,36,2861,552
"frankbraun/dcrwallet",0,0,0,0,0,0,0,0,0,0,1,"2016-02-12 03:23:06 UTC","2017-04-02 05:48:21 UTC",35861115,830.118402777778,1,2,3,3
"jolan/dcrticketbuyer",0,0,0,0,0,0,0,0,0,0,14,"2016-08-22 16:18:01 UTC","2016-09-01 15:01:28 UTC",859407,19.8936805555556,2,4,446,18834
"jolan/decred-release",0,0,0,0,0,0,0,0,0,0,9,"2016-04-04 23:54:10 UTC","2017-08-25 17:52:03 UTC",43869473,1015.49706018519,8,15,264,205
"jrick/decred-release",0,0,0,0,0,0,0,0,0,0,1,"2016-03-25 19:46:01 UTC","2017-08-21 21:38:20 UTC",44412739,1028.07266203704,2,4,132,44
"rasrenato/dcraddrgen",0,0,0,0,0,0,0,0,0,0,4,"2016-01-02 11:42:25 UTC","2016-01-04 17:30:51 UTC",193706,4.48393518518519,0,2,2,2
"Retord/dcrticketbuyer",0,0,0,0,0,0,0,0,0,0,1,"2016-08-25 08:17:00 UTC","2016-08-25 08:17:00 UTC",0,0,NA,NA,NA,NA
"chappjc/decred-seeder",0,0,0,0,0,0,0,0,0,0,11,"2016-03-10 21:53:35 UTC","2016-03-21 18:43:17 UTC",938982,21.7356944444444,3,15,283,255
"colt05/dcrticketbuyer",0,0,0,0,0,0,0,0,0,0,2,"2016-06-25 22:24:05 UTC","2016-08-13 16:30:47 UTC",4212402,97.5093055555556,1,2,4,4
"dajohi/dcrticketbuyer",0,0,0,0,0,0,0,0,0,0,3,"2016-08-29 17:59:50 UTC","2016-08-30 16:48:22 UTC",82112,1.90074074074074,2,4,103,104
"girino/dcrticketbuyer",0,0,0,0,0,0,0,0,0,0,1,"2016-07-12 15:48:53 UTC","2016-07-12 15:48:53 UTC",0,0,NA,NA,NA,NA
"jcvernaleo/dcraddrgen",0,0,0,0,0,0,0,0,0,0,7,"2016-02-16 15:49:40 UTC","2017-05-26 15:44:36 UTC",40172096,929.90962962963,4,8,72,5618
"jcvernaleo/decrediton",0,0,0,0,0,0,0,0,0,0,579,"2016-11-16 19:23:46 UTC","2017-07-26 15:37:43 UTC",21755637,503.602708333333,94,221,20766,13766
"jolan/decred-binaries",0,0,0,0,0,0,0,0,0,0,1,"2016-08-30 14:20:23 UTC","2016-09-01 16:41:39 UTC",181276,4.1962037037037,1,2,1,3
"raedah/dcrticketbuyer",0,0,0,0,0,0,0,0,0,0,18,"2016-06-15 02:32:03 UTC","2016-12-28 04:06:42 UTC",16943679,392.214791666667,2,11,144,40
"alexlyp/dcrticketbuyer",0,0,0,0,0,0,0,0,0,0,23,"2016-08-30 15:15:38 UTC","2016-11-08 21:38:55 UTC",6074597,140.615671296296,7,25,249,70
"marcopeereboom/gominer",0,0,0,0,0,0,0,0,0,0,48,"2016-09-16 15:57:03 UTC","2016-09-22 19:24:43 UTC",530860,12.2884259259259,1,2,628,558
"raedah/decred-binaries",0,0,0,0,0,0,0,0,0,0,1,"2016-12-26 21:57:49 UTC","2016-12-26 21:57:49 UTC",0,0,1,2,4,4
"thiagochristof/dcrdocs",0,0,0,0,0,0,0,0,0,0,1,"2016-05-23 01:27:33 UTC","2016-05-23 01:27:33 UTC",0,0,0,2,6,4
"Extrememist/insight-api",0,0,0,0,0,0,0,0,0,0,2,"2016-03-25 09:02:49 UTC","2016-04-05 13:01:13 UTC",961104,22.2477777777778,NA,NA,NA,NA
"alexlyp/bitcore-mnemonic",0,0,0,0,0,0,0,0,0,0,2,"2016-06-23 16:31:07 UTC","2016-09-13 14:46:38 UTC",7078531,163.854884259259,2,52,480,36612
"marcopeereboom/dcrwallet",0,0,0,0,0,0,0,0,0,0,15,"2016-06-03 18:21:12 UTC","2017-04-14 17:48:41 UTC",27214049,629.954837962963,1,4,10,2
"tuxcanfly/dcrticketbuyer",0,0,0,0,0,0,0,0,0,0,46,"2016-08-22 18:12:54 UTC","2016-12-09 20:00:04 UTC",9427630,218.232175925926,3,27,393,1168
"jcvernaleo/dcrticketbuyer",0,0,0,0,0,0,0,0,0,0,6,"2016-06-09 16:16:39 UTC","2017-02-15 19:08:24 UTC",21700305,502.321875,14,28,228,6396
"jcvernaleo/decred-release",0,0,0,0,0,0,0,0,0,0,97,"2016-03-03 21:01:15 UTC","2017-06-21 18:40:42 UTC",41027967,949.721458333333,66,134,4253,4605
"marcopeereboom/Paymetheus",0,0,0,0,0,0,0,0,0,0,89,"2016-06-28 15:05:41 UTC","2016-09-09 15:01:59 UTC",6306978,145.994861111111,18,60,2510,2771
"jcvernaleo/decred-binaries",0,0,0,0,0,0,0,0,0,0,132,"2016-06-13 15:18:18 UTC","2017-06-29 14:45:00 UTC",32916402,761.95375,37,83,7347,531
"alexlyp/bitcore-wallet-client",0,0,0,0,0,0,0,0,0,0,2,"2016-06-20 19:26:28 UTC","2017-03-29 15:20:04 UTC",24350016,563.657777777778,9,678,183360,172760
"marcopeereboom/decred-release",0,0,0,0,0,0,0,0,0,0,32,"2016-06-14 16:29:56 UTC","2017-04-26 20:57:41 UTC",27318465,632.371875,8,70,2849,86
"alexlyp/bitcore-wallet-service",0,0,0,0,0,0,0,0,0,0,3,"2016-02-23 22:30:25 UTC","2016-08-29 15:54:05 UTC",16215820,375.366203703704,7,918,21124,5620
"jcvernaleo/decred-irc-price-bot",0,0,0,0,0,0,0,0,0,0,5,"2016-09-08 19:25:19 UTC","2017-04-20 20:39:56 UTC",19358077,448.103634259259,4,8,48,43
"marcopeereboom/decred-windows-installer",0,0,0,0,0,0,0,0,0,0,14,"2016-07-21 17:31:50 UTC","2017-08-16 15:04:16 UTC",33773546,781.795046296296,26,72,5208,1692
"ironbits/dcrd",0,0,0,0,0,0,0,0,0,0,0,"2016-02-07 22:29:08 UTC","2016-02-07 22:29:18 UTC",10,0.000231481481481481,NA,NA,NA,NA
"rasrenato/insight",0,0,0,0,0,0,0,0,0,0,0,"2016-02-06 13:03:02 UTC","2016-02-06 13:03:02 UTC",0,0,NA,NA,NA,NA
"hashugo/dcraddrgen",0,0,0,0,0,0,0,0,0,0,0,"2016-01-03 23:47:02 UTC","2016-01-03 23:47:02 UTC",0,0,NA,NA,NA,NA
"invodkawetrust/blake256",0,0,0,0,0,0,0,0,0,0,0,"2016-01-05 21:27:05 UTC","2016-01-05 21:27:05 UTC",0,0,NA,NA,NA,NA
"invodkawetrust/dcrwallet",0,0,0,0,0,0,0,0,0,0,0,"2016-01-29 13:59:55 UTC","2016-01-29 13:59:55 UTC",0,0,NA,NA,NA,NA
"invodkawetrust/dcraddrgen",0,0,0,0,0,0,0,0,0,0,0,"2016-01-05 20:41:27 UTC","2016-01-05 20:41:27 UTC",0,0,NA,NA,NA,NA
"rasrenato/crypto-browserify",0,0,0,0,0,0,0,0,0,0,0,"2016-01-07 03:40:16 UTC","2016-01-07 03:40:16 UTC",0,0,NA,NA,NA,NA
"invodkawetrust/crypto-browserify",0,0,0,0,0,0,0,0,0,0,0,"2016-01-05 20:42:59 UTC","2016-01-05 20:42:59 UTC",0,0,NA,NA,NA,NA
"cjepson/RFPs",0,0,0,0,0,0,0,0,0,0,0,"2016-05-12 20:58:06 UTC","2016-05-12 20:58:06 UTC",0,0,1,2,92,0
"jyap808/dcrd",0,0,0,0,0,0,0,0,0,0,0,"2016-04-14 09:08:07 UTC","2016-04-14 09:08:07 UTC",0,0,1,2,56,56
"dajohi/bitcore",0,0,0,0,0,0,0,0,0,0,8,"2016-02-17 18:04:14 UTC","2018-08-09 14:40:49 UTC",78089795,1807.63414351852,2,8,44,28
"davecgh/bitset",0,0,0,0,0,0,0,0,0,0,0,"2016-03-25 18:03:09 UTC","2016-03-25 18:54:02 UTC",3053,0.0706712962962963,1,2,2,2
"cjepson/dcrutil",0,0,0,0,0,0,0,0,0,0,0,"2016-07-04 21:45:18 UTC","2016-07-04 21:45:18 UTC",0,0,1,2,8,6
"kargakis/dcrdocs",0,0,0,0,0,0,0,0,0,0,0,"2016-05-22 23:18:32 UTC","2016-05-23 10:15:12 UTC",39400,0.912037037037037,1,2,4,2
"dajohi/insight-api",0,0,0,0,0,0,0,0,0,0,3,"2016-02-17 18:13:30 UTC","2017-02-28 18:38:43 UTC",32574313,754.035023148148,3,8,143,39
"jcvernaleo/insight",0,0,0,0,0,0,0,0,0,0,0,"2016-02-19 15:30:59 UTC","2016-02-19 15:57:26 UTC",1587,0.0367361111111111,1,2,14,14
"jolan/dcrrpcclient",0,0,0,0,0,0,0,0,0,0,7,"2016-04-21 22:12:00 UTC","2017-07-06 20:47:32 UTC",38097332,881.882685185185,4,9,103,162
"alexlyp/dcrrpcclient",0,0,0,0,0,0,0,0,0,0,4,"2016-02-17 20:48:40 UTC","2017-06-13 15:11:27 UTC",41620967,963.448310185185,6,21,466,11
"jcvernaleo/decredweb",0,0,0,0,0,0,0,0,0,0,4,"2016-03-21 18:34:41 UTC","2017-06-29 14:50:23 UTC",40158942,929.605138888889,4,8,28,14
"dajohi/decred-release",0,0,0,0,0,0,0,0,0,0,12,"2016-06-21 20:43:45 UTC","2018-08-12 02:45:11 UTC",67500086,1562.50199074074,14,35,1209,824
"frankbraun/dcraddrgen",0,0,0,0,0,0,0,0,0,0,0,"2016-01-19 03:48:20 UTC","2016-01-19 03:48:20 UTC",0,0,1,4,18,12
"alexlyp/decred-release",0,0,0,0,0,0,0,0,0,0,0,"2016-03-09 18:04:09 UTC","2016-03-09 18:04:09 UTC",0,0,1,2,82,0
"jcvernaleo/decred-windows-installer",0,0,0,0,0,0,0,0,0,0,10,"2016-10-07 19:36:51 UTC","2017-06-20 21:06:15 UTC",22123764,512.124166666667,15,30,116,116
"jzbz/dcrdocs",0,0,0,0,0,0,0,0,0,2,37,"2017-02-14 18:00:40 UTC","2018-11-15 06:31:18 UTC",55168238,1277.0425462963,3,13,160,187
"peterzen/copay",0,0,4,0,2,0,32,55508,12694,1,115,"2017-04-07 21:00:49 UTC","2018-05-31 13:34:47 UTC",36174838,837.380509259259,2,123,308956,72570
"HcashOrg/bitset",0,0,0,0,0,0,0,0,0,2,1,"2017-09-29 07:38:50 UTC","2018-03-05 03:12:07 UTC",13552397,313.712893518519,NA,NA,NA,NA
"holodnak/cgminer",0,0,0,0,0,0,0,0,0,1,0,"2017-08-24 13:54:04 UTC","2017-08-24 13:54:04 UTC",0,0,NA,NA,NA,NA
"karamble/dcrdocs",0,1,0,0,0,1,2,2996,1090,3,79,"2017-01-31 13:57:39 UTC","2018-11-04 01:05:31 UTC",55422472,1282.92759259259,9,31,30701,458
"sndurkin/politeia",0,0,1,0,0,0,2,152,92,1,198,"2017-10-26 00:07:53 UTC","2018-11-27 15:15:43 UTC",34358870,795.344212962963,51,172,22554,10224
"ubiq/dcrstakepool",0,0,0,0,0,0,0,0,0,1,17,"2017-02-12 20:46:05 UTC","2018-05-09 19:26:07 UTC",38958002,901.805601851852,NA,NA,NA,NA
"viacoin/atomicswap",0,0,0,0,0,0,0,0,0,5,23,"2017-09-28 11:15:49 UTC","2018-09-12 12:26:27 UTC",30157838,698.098101851852,0,3,1200,0
"C-ollins/decrediton",0,0,0,0,0,0,0,0,0,2,4,"2017-12-17 17:26:17 UTC","2017-12-21 10:48:25 UTC",321728,7.44740740740741,NA,NA,NA,NA
"hypernoob/dcrstakepool",0,0,0,0,0,0,0,0,0,1,3,"2017-12-31 15:49:13 UTC","2018-01-01 01:57:18 UTC",36485,0.844560185185185,0,3,19,25
"alexlyp/decred-binaries",0,0,0,0,0,0,0,0,0,1,48,"2017-08-17 18:40:30 UTC","2019-01-04 18:16:12 UTC",43634142,1010.04958333333,5,21,2510,40
"minerpools/genesisminer",0,0,0,0,0,0,0,0,0,1,0,"2017-02-17 02:08:27 UTC","2018-02-01 08:19:41 UTC",30175874,698.515601851852,NA,NA,NA,NA
"Thoughtscript/decrediton",0,0,0,0,0,0,0,0,0,1,30,"2017-09-30 01:48:16 UTC","2018-02-18 01:43:25 UTC",12185709,282.076597222222,3,41,129,85
"jpz/dcrd",0,0,0,0,0,0,0,0,0,0,45,"2017-09-05 05:59:09 UTC","2017-11-11 07:08:16 UTC",5796547,134.179328703704,3,9,562,1108
"dnldd/dcrd",0,0,0,0,0,0,0,0,0,0,581,"2017-07-17 23:04:07 UTC","2018-11-27 12:32:33 UTC",42992906,995.206157407407,86,380,27199,24420
"cmuhao/dcrd",1,0,0,1,0,0,910,37476,3824,0,1,"2017-11-13 06:48:05 UTC","2017-11-13 06:50:30 UTC",145,0.00335648148148148,NA,NA,NA,NA
"d7km/dcrweb",0,0,0,0,0,0,0,0,0,0,1,"2017-10-06 09:24:53 UTC","2017-10-09 10:15:29 UTC",262236,6.07027777777778,1,4,450,314
"jzbz/dcrweb",0,0,1,0,1,0,10,7006,22,0,49,"2017-09-16 18:51:45 UTC","2018-12-21 20:23:50 UTC",39839525,922.211226851852,13,59,74,145
"davecgh/dcps",0,0,0,0,0,0,0,0,0,0,133,"2017-05-15 06:14:56 UTC","2017-11-29 18:38:11 UTC",17155395,397.115625,6,12,3923,39
"haakonn/dcrd",0,0,0,0,0,0,0,0,0,0,1,"2017-01-14 19:16:09 UTC","2017-01-14 19:16:09 UTC",0,0,1,2,2,2
"jrick/base58",0,0,0,0,0,0,0,0,0,0,1,"2017-10-10 19:00:45 UTC","2017-10-10 19:12:22 UTC",697,0.0161342592592593,1,2,1282,0
